Date,Title,description
5/10/17,Live: Morrison pleads with banks not to pass the buck,Treasurer Scott Morrison uses his traditional post-budget address to urge banks not to pass on the costs of a new $6 billion levy to consumers. Follow live.
5/10/17,Questions raised after Trump sacks FBI boss amid Russia probe,Donald Trump abruptly fires FBI director James Comey in the midst of an investigation into whether his campaign had ties to Russia's election meddling.
5/10/17,George Calombaris charged with assault,Celebrity chef George Calombaris is charged with assault after an altercation that followed the A-League grand final.
5/10/17,Man lobbed pie at Qantas boss 'to oppose gay marriage',The man who smashed a lemon meringue pie into the face of Qantas chief executive Alan Joyce yesterday says he wanted to make a statement about marriage equality.
5/10/17,"Clive Palmer testifies in court, says he has memory loss due to morphine","Clive Palmer briefly testifies at court proceedings in Brisbane into the collapse of Queensland Nickel, saying he is in great pain and suffers from memory loss due to morphine."
5/10/17,Who's said what about the budget,Everyone's divided about where they stand on the major issues outlined in this year's budget. Here's a quick guide to who's said what about the budget.
5/10/17,Comey Firing Poses Toughest Test Yet for Senate's Russia Probe,The most prominent congressional investigation into Russian meddling in the U.S. election -- and possible ties to President Donald Trump‰ó»s campaign -- faces its toughest test yet after the firing of FBI Director James Comey.
5/10/17,"Timeline: Clinton‰ó»s Emails, Trump‰ó»s Tweets and Comey‰ó»s Fall",Former FBI Director James Comey‰ó»s handling of the Hillary Clinton email investigation stirred controversy during the most unpredictable presidential campaign in modern history. A look at some key dates leading to Mr. Comey‰ó»s firing.
5/10/17,"Trump‰ó»s Possible Picks for Next FBI Chief Include Judges, Former Bush Officials","Larry Thompson, Robert Conrad or Frances Townsend could make the list of candidates, as presidents have often turned to former U.S. attorneys and judges to fill the job."
5/10/17,President Trump Says FBI Chief James Comey Exonerated Him in Russia Probe,"The president said in a letter that FBI Director James Comey told him three times that he wasn‰ó»t under investigation, although the FBI has yet to accuse or excuse anyone in the probe."
5/10/17,Shortened Tenures Are Norm Atop FBI,"The ouster of James Comey as FBI director was swift and sudden, but a tenure cut short has been more the rule in Washington than the exception."
5/10/17,"Before James Comey‰ó»s Dismissal, a Growing Frustration at White House","In the months before James Comey‰ó»s dismissal, frustration was growing among top associates of President Donald Trump that the FBI director wouldn‰ó»t publicly tamp down questions about possible collusion with Russian interference in the 2016 presidential race."
5/10/17,Comey Dismissal Upends Probes of Trump Campaign Ties to Russia,President Donald Trump‰ó»s decision to fire the head of the FBI in the midst of the bureau‰ó»s probe into possible links between his presidential campaign and Russia added impetus to calls for a special counsel to handle the case.
5/10/17,Trump fires FBI director James Comey,"President Donald Trump on Tuesday fired FBI Director James Comey, sweeping away the man who is responsible for the bureau's investigation into whether members of his campaign team colluded with Russia in its interference in last year's election."
5/10/17,Comey firing troubles top Republican lawmakers,"Top Republicans, including the senator directing the Senate's Russia investigation, said Tuesday they were ""troubled"" by President Donald Trump's firing of FBI Director James Comey, while other GOP lawmakers tried to stay out of the growing political storm."
5/10/17,Toobin: Firing Comey grotesque abuse of power - CNN Video,CNN Senior Legal Analyst Jeffrey Toobin says President Trump firing FBI Director James Comey is a grotesque abuse of power.
5/10/17,James Comey's fall,James Comey came to the FBI with a hero's reputation: He famously stood up to  President George W. Bush's aides in a dramatic hospital-room confrontation over secret wiretapping.
5/10/17,Firing James Comey is Donald Trump's most unpredictable and dangerous move yet,James Comey found out he had been fired as FBI director just like the rest of us: By watching it on television.
5/10/17,Crowd boos at town hall over special prosecutor - CNN Video,Republican Congressman Dave Brat was met with boos from the crowd at a town hall when he didn't immediately say there should be a special prosecutor appointed to the Russia investigation.
5/10/17,"Clinton aides react to Comey firing with concern, not joy","There were few people who despised James Comey more than those political operatives working for Hillary Clinton in Brooklyn during the 2016 campaign. But word of the FBI director's firing was met with fear, not joy, on Tuesday."
5/10/17,CNN exclusive: Grand jury subpoenas issued in FBI's Russia investigation,"Federal prosecutors have issued grand jury subpoenas to associates of former National Security Advisor Michael Flynn seeking business records, as part of the ongoing probe of Russian meddling in last year's election, according to people familiar with the matter."
5/10/17,F.B.I. Director James Comey Is Fired by Trump,"President Trump abruptly terminated Mr. Comey, who was leading an investigation into whether Mr. Trump‰ó»s advisers colluded with Russia to influence the election."
5/10/17,Updates and Reactions to F.B.I. Director Comey‰ó»s Firing,"Mr. Comey‰ó»s dismissal drew immediate rebukes from Democrats, who worried about the ramifications for the F.B.I. investigation of Russian meddling in the election."
5/10/17,FBI chief James Comey fired by Trump,"The White House says he was sacked for botching the Clinton email probe, but critics see a cover-up."
5/10/17,General election 2017: Labour and Lib Dems pledge school cash,"Labour would raise corporation tax for a Œ£5bn investment - the Tories call the plans ""nonsensical""."
5/10/17,Australian politician becomes first to breastfeed in parliament,Politician Larissa Waters makes history by breastfeeding her baby on the Senate floor.
5/10/17,Venezuela sees sharp rise in infant and maternal mortality,The Venezuelan government publishes new data showing a 30% rise in child deaths.
5/10/17,Budget 2017: Winners and losers,Find out who scores and who misses out in Treasurer Scott Morrison's second budget.
5/10/17,Live: Morrison pleads with banks not to pass the buck,Treasurer Scott Morrison uses his traditional post-budget address to urge banks not to pass on the costs of a new $6 billion levy to consumers. Follow live.
5/10/17,Questions raised after Trump sacks FBI boss amid Russia probe,Donald Trump abruptly fires FBI director James Comey in the midst of an investigation into whether his campaign had ties to Russia's election meddling.
5/10/17,George Calombaris charged with assault,Celebrity chef George Calombaris is charged with assault after an altercation that followed the A-League grand final.
5/10/17,Man lobbed pie at Qantas boss 'to oppose gay marriage',The man who smashed a lemon meringue pie into the face of Qantas chief executive Alan Joyce yesterday says he wanted to make a statement about marriage equality.
5/10/17,"Clive Palmer testifies in court, says he has memory loss due to morphine","Clive Palmer briefly testifies at court proceedings in Brisbane into the collapse of Queensland Nickel, saying he is in great pain and suffers from memory loss due to morphine."
5/10/17,Who's said what about the budget,Everyone's divided about where they stand on the major issues outlined in this year's budget. Here's a quick guide to who's said what about the budget.
5/10/17,Comey Firing Poses Toughest Test Yet for Senate's Russia Probe,The most prominent congressional investigation into Russian meddling in the U.S. election -- and possible ties to President Donald Trump‰ó»s campaign -- faces its toughest test yet after the firing of FBI Director James Comey.
5/10/17,James Comey Sought More Resources for FBI‰ó»s Russia Probe Before Being Fired,"Former Federal Bureau of Investigation Director James Comey asked the Justice Department last week for more resources for the agency‰ó»s investigation into Russian interference in the 2016 election, a U.S. official said."
5/10/17,Trump Fires FBI Director James Comey: Live Coverage of the Fallout,Trump Fires FBI Director James Comey: Live Coverage of the Fallout
5/10/17,Comey Firing Casts Harsh Spotlight on Rod Rosenstein,"The firing of James Comey has cast a harsh spotlight on Deputy Attorney General Rod Rosenstein, who is less than two weeks into a job that he reached with bipartisan Senate support."
5/10/17,"As the FBI Reels, Candidates Emerge to Run Agency","The Justice Department moved on Wednesday to find a temporary successor for fired FBI Director James Comey, as Attorney General Jeff Sessions and his top deputy interviewed five candidates amid continuing fallout over the controversial dismissal."
5/10/17,"Trump, Top Russian Envoy Don‰ó»t Discuss Alleged Meddling in U.S. Election","President Donald Trump‰ó†didn‰ó»t raise the issue of Russia‰ó»s alleged interference in the 2016 U.S. elections during an Oval Office meeting, Russian Foreign Minister Sergei Lavrov said, dismissing the hacking charges as ‰óìnot serious.‰óù"
5/10/17,Donald Trump Defends His Firing of James Comey,President Trump on Wednesday explained his firing of FBI Director James Comey while top Senate Democrats questioned the timing of the ouster of the man who was investigating Trump campaign aides‰ó» ties to Russia.
5/10/17,Senate Committee Subpoenas Documents from Mike Flynn in Russia Probe,"The leaders of the Senate Intelligence Committee said they had requested the information in late April, but the former national security adviser had declined to cooperate."
5/10/17,Snapchat Parent Posts $2.2 Billion Loss in First Quarterly Report; Stock Plunges,"Snap Inc. reported a $2.21 billion loss in its first quarter as a publicly traded company, magnifying the uphill battle the parent of Snapchat faces in establishing a profitable business while competing with social-media giants like Facebook and Twitter."
5/10/17,U.S. to Expand Intelligence Cooperation With Turkey,"The U.S. is beefing up joint intelligence efforts with Turkey to help that government better target terrorists in the region, in an apparent bid to alleviate Turkish anxieties as the Pentagon implements a plan to arm Kurdish forces operating inside Syria."
5/10/17,Whole Foods Overhauls Board; Vows Big Changes,Whole Foods is dramatically reshaping its board in an effort to show it is open to change after an activist investor last month publicly urged the organic-grocery chain to explore a sale and speed up its turnaround efforts.
5/10/17,4 ways Trump miscalculated the Comey firing,"Donald Trump has been president for 110 days. In that time, he has fired an acting attorney general, his national security adviser, dozens of federal prosecutors, including one who was investigating him, and, on Tuesday night, the director of the FBI, James Comey."
5/10/17,Source close to Comey says there were 2 reasons the FBI director was fired,"There are two reasons why President Donald Trump fired James Comey, according to a source close to the now-former FBI director:"
5/10/17,Tapper: The real reasons Trump fired Comey - CNN Video,CNN's Jake Tapper says one of the reasons President Donald Trump fired James Comey was that the former FBI director would not give him assurance of personal loyalty.
5/10/17,Comey firing sends shockwaves through FBI rank-and-file,"News of James Comey's firing Tuesday night sent shockwaves through the FBI, where the dismissal of the generally well-liked bureau director immediately impacted the thousands of agents nationwide."
5/10/17,WH: Comey tossed 'stick of dynamite' into DOJ - CNN Video,"When asked about why President Trump was moved to fire James Comey when he previously praised him, Deputy press secretary Sarah Huckabee Sanders said that circumstances change when becoming president and throwing ""a stick of dynamite"" in the Department of Justice is a problem that can't be ignored."
5/10/17,Europe view: American democracy isn't as strong as you think,"To Europeans, Trump's firing of James Comey is proof that even American democracy is not immune from the threat of authoritarian rule, writes Kate Maltby."
5/10/17,Rod Rosenstein: Trump's unlikely hatchet man,Deputy Attorney General Rod Rosenstein emerged this week as perhaps the most unlikely character in the politically charged drama over the firing of FBI Director James Comey.
5/10/17,Sean Spicer under fire during crucial week for Trump,"White House Press Secretary Sean Spicer is out of the briefing room this week, and already there is speculation that he will not return."
5/10/17,F.B.I. Director James Comey Is Fired by Trump,"President Trump abruptly terminated Mr. Comey, who was leading an investigation into whether Mr. Trump‰ó»s advisers colluded with Russia to influence the election."
5/10/17,"Days Before Firing, Comey Asked for More Resources for Russia Inquiry","Separately, the Senate Intelligence Committee accelerated its inquiry, issuing a subpoena to Michael T. Flynn, President Trump‰ó»s former national security adviser."
5/10/17,Updates and Reactions to F.B.I. Director Comey‰ó»s Firing,"Mr. Comey‰ó»s dismissal drew immediate rebukes from Democrats, who worried about the ramifications for the F.B.I. investigation of Russian meddling in the election."
5/10/17,Opinion | Trump‰ó»s Firing of Comey Is All About the Russia Inquiry,The president has now decisively crippled the F.B.I.‰ó»s ability to carry out an investigation of him and his associates.
5/10/17,"In Trump‰ó»s Firing of James Comey, Echoes of Watergate","Not since Watergate has a president dismissed the person leading an investigation bearing on him, and the dismissal drew instant comparisons to the Saturday Night Massacre."
5/10/17,Why Everything We Know About Salt May Be Wrong,"Research on Russian cosmonauts suggests that salt makes you hungry but not thirsty, and may help burn calories."
5/10/17,"How a 23-Year-Old With Mild Anxiety and a Charmed Life Became the Lying, Sobbing, Lovesick Toast of Broadway",Ben Platt wrecks himself onstage in ‰óìDear Evan Hansen.‰óù Surviving it takes practice ‰óî and has made him a favorite to win a Tony Award.
5/10/17,Here‰ó»s how an independent investigation into Trump and Russia would happen,Sorting out the &ldquo;special prosecutors&rdquo; from the &ldquo;independent commissions.&rdquo;
5/10/17,Presence of Russian photographer in Oval Office raises alarms,Former U.S. intelligence officials flagged a potential security breach.
5/10/17,"Why Trump expected only applause when he told Comey, ‰óÖYou‰ó»re fired.‰ó»",A president who operates in the moment sees no profit in considering the lessons and contradictions of the past.
5/10/17,Analysis | Mitch McConnell just shut down any hopes Democrats had of an independent Russia investigation,"Besides frustrating Senate GOP leaders into giving in, Democrats have little to no leverage to force Congress to start an independent investigation into Trump-Russia ties."
5/10/17,Analysis | Bob Woodward on Trump-Watergate comparisons: &#8216;Let&#8217;s see what the evidence is&#8217;,"&quot;He can do whatever he wants, within perhaps reasonable limits, so he's got the power.&quot;"
5/10/17,Furor over Comey firing grows with news that he sought resources for Russia investigation before his dismissal,Republicans and Democrats said Comey&rsquo;s dismissal will frustrate bipartisan efforts to investigate Russian interference in the 2016 election.
5/10/17,Senate Intelligence Committee subpoenas documents from Flynn in Russia probe,Flynn had declined the committee&rsquo;s request for materials it wanted to review.
5/10/17,The Daily 202: Firing FBI director Comey is already backfiring on Trump. It‰ó»s only going to get worse.,"As GOP support cracks, POTUS will likely come to regret this blunder"
5/10/17,The weird moment on Colbert‰ó»s show that captured our political whiplash,Was Comey the bad guy? Or Trump? The grounds are forever shifting under our feet these days.
5/10/17,"Wait, ‰óÖCan He Do That?‰ó»",A podcast that explores the powers and limitations of the American presidency
5/10/17,General election 2017: Labour manifesto draft leaked,The document includes plans to nationalise parts of the energy industry and scrap tuition fees.
5/10/17,Trump 'considered firing Comey since taking office',Democratic senators say the FBI director was seeking more resources for his Trump-Russia probe.
5/10/17,Trump Russia meeting: Lavrov praises Trump and Tillerson after talks,Russia's foreign minister said the talks were dominated by improving relations and the war in Syria.
5/10/17,Drayton Manor: Park to stay closed after Evha Jannath's death,Drayton Manor Theme Park will shut for a second day as Evha Jannath's family call for full inquiry.
5/10/17,Women charged with terror offences and conspiracy to murder,A woman shot in a police raid is among three charged with terror offences and conspiracy to murder.
5/10/17,HIV life expectancy 'near normal' thanks to new drugs,Newer medications have fewer side effects and are more efficient at stopping the virus.
5/10/17,Mobile phone row driver runs cyclist over,"A motorist who chased a cyclist then deliberately crashed into him, sending him flying into a tree, has been jailed for three years."
5/10/17,Mobile phone row driver runs cyclist over,"A motorist who chased a cyclist then deliberately crashed into him, sending him flying into a tree, has been jailed for three years."
5/10/17,'Love rival' Cardiff woman guilty over crash death,Sophie Taylor died when her car hit a block of flats as she was chased by Melissa Pesticcio.
5/10/17,Snap shares slide as growth slows,Snapchat's number of daily active users rose just 5% to 166 million in the first quarter of 2017.
5/10/17,'They will be thanking me': Trump defends firing of FBI chief Comey,US President Donald Trump defends his firing of FBI director James Comey.
5/10/17,So the budget is out: What happens now?,We take you through the options for the Government wanting to avoid its budget turning into a bunch of zombies.
5/10/17,Live: Morrison stands ground as fight brews over bank tax,Treasury officials will brief the nation's biggest banks today about the Government's proposed new $6 billion levy. Follow live.
5/10/17,"Keep temporary tax on the wealthy, Shorten to argue in budget reply",Opposition Leader Bill Shorten will use his budget reply speech to argue the Federal Government should maintain a temporary tax on high-income earners.
5/10/17,Handy tips to avoid being locked up by US Immigration,"Overnight Canberra man Baxter Reid was released from US detention more than a week after overstaying his visa by 90 minutes, prompting the question: How easy is it to run afoul of US Immigration?"
5/10/17,Lawyer still haunted by client's execution in Scottish prison's 'hanging shed',"Most people have a moment in their working life that shapes them. For retired Scottish defence lawyer Len Murray, it was the hanging of a young client."
5/10/17,Classroom becomes isolation ward as spectre of cholera haunts South Sudan,"In a school classroom in drought-hit South Sudan, parents and their children lie on a bare concrete floor as they wait to find out if they will be among the first victims of a feared cholera outbreak."
5/10/17,How not to blow your top when you're on the phone to your telco,"Consumer advocates say the almost 66,000 complaints to Australia's telecommunications watchdog in the second of half last year are just the tip of the iceberg. Here's what to do if you're having problems with your telephone or internet provider."
5/10/17,'I struggle to make $100': Taxi drivers' desperation over Uber,"Perth taxi drivers say they face losing their homes and their retirement plans have been shattered by the rise of Uber, as they cling desperately to the hope a government review may provide them with compensation."
5/10/17,Can Australians learn to love local fish?,Australians are opting for farmed or overseas-caught fish over local species because they simply don't recognise it.
5/10/17,Defiant Trump courts Russia as probe calls grow,None
5/10/17,Comey dismissal follows uniquely Trumpian way,None
5/10/17,Lavrov delivers a barbed script for the Americans,None
5/10/17,Little-known prosecutor under scrutiny over FBI sacking,None
5/10/17,China ‰óÖNew Silk Road‰ó» investment fell in 2016,None
5/10/17,Global ETF assets reach $4tn,None
5/10/17,Snap shares slump as debut earnings miss forecasts,None
5/10/17,Whole Foods replaces chairman and finance chief,None
5/10/17,Cable cowboy John Malone views a new landscape,None
5/10/17,Toshiba technology unit sale grows more complex,None
5/10/17,Flynn Subpoenaed in Russia Probe by Senate Intelligence Panel,"The Senate Intelligence Committee has subpoenaed documents from Michael Flynn, President Donald Trump‰ó»s fired national security adviser, in a sign the bipartisan probe will continue full speed ahead one day after Trump terminated FBI Director James Comey."
5/10/17,"After Comey, Justice Must Be Served",Congress needs to get serious about holding the president accountable.
5/10/17,What Happens to Trump-Russia Probe After Comey: QuickTake Q&A,"At the moment, the criminal probe into Russia‰ó»s meddling in the 2016 U.S. presidential election has all the stability of the Steinbrenner-era Yankees. With the U.S. attorney general self-sidelined, and the FBI director freshly fired, a makeshift lineup of law-enforcement officials now oversees an inquiry that has implications for American foreign policy, American politics and the Trump presidency. Calls for an outside prosecutor are getting louder."
5/10/17,Mobius Says Low Market Volatility Is Tied to Social Media,Mark Mobius has a left-field theory on why volatility in global stock markets is so low.
5/10/17,Aetna Is Latest Health Insurer to Quit Obamacare Markets,"Aetna Inc. will leave the few remaining states where it had been selling Obamacare plans next year, making it the latest health insurer to pull out of the health law as Republicans attack the program as failing and work to dismantle it."
5/10/17,Uber Greyball Investigation Expands to Multiple U.S. Cities,"The city of Portland, Oregon, is starting its own investigation of Uber Technologies Inc.‰ó»s use of software to evade regulators while a U.S. Justice Department criminal probe continues in that city along with Philadelphia and Austin, Texas, according to officials."
5/10/17,United Directors Sued Over Ousted CEO's Severance Package,"United Continental Holdings Inc. directors were sued by a pension fund for granting a $37 million severance package to the carrier‰ó»s former chief executive officer, who was ousted in a bribery scandal."
5/10/17,Whole Foods Names Panera CEO to Board as It Faces Down Jana,"Whole Foods Market Inc., the ailing organic-grocery chain, is doing what it can to avoid a fight with activist investor Jana Partners."
5/10/17,DeVos Booed Loudly by Graduates at Historically Black College,"A week after President Donald Trump suggested his administration might cut $25 million in capital funding to historically black colleges and universities, Education Secretary Betsy DeVos told Bethune-Cookman University‰ó»s class of 2017 that she ‰óìis fully committed to your success‰óù -- a line that was met by deafening boos from the students and guests."
5/10/17,Boeing Halts Flights of 737 Max on Fault in GE-Safran Engine,"Boeing Co. said it would temporarily suspend flights of its new 737 Max jetliner because of a potential manufacturing flaw in the engines, marring the commercial debut for the fastest-selling plane in company history."
5/10/17,"By attacking Kurdish allies of America, Turkey risks confrontation","In both Syria and Iraq, the danger is mounting"
5/10/17,President Trump abruptly sacks the head of the FBI,"The White House has changed its tune about James Comey, with far-reaching consequences"
5/10/17,Moon Jae-in wins South Korea‰ó»s presidential elections by a landslide,As remarkable is how well the country‰ó»s conservatives did
5/10/17,Why are Russian opposition leaders‰ó» faces turning green?,"Critics of the Kremlin are being splashed with zelyonka, a green liquid"
5/10/17,‰óìGirlboss‰óù is another disappointing take on female entrepreneurship,Compelling stories about successful businesswomen are scarce
5/10/17,The Tory and Labour parties fail to face the realities of Brexit,"The UK will inevitably become a less attractive home for business after Brexit. The problem can be tackled, but only if politicians face up to reality"
5/10/17,A mixed April for United Airlines,"Flyers, it seems, have short memories"
5/10/17,Mumbai plans the world‰ó»s tallest statue,But it won‰ó»t come cheap
5/10/17,James Comey Sought More Resources for FBI‰ó»s Russia Probe Before Being Fired,"Former Federal Bureau of Investigation Director James Comey asked the Justice Department last week for more resources for the agency‰ó»s investigation into Russian interference in the 2016 election, a U.S. official said."
5/10/17,Trump Fires FBI Director James Comey: Live Coverage of the Fallout,Trump Fires FBI Director James Comey: Live Coverage of the Fallout
5/10/17,Comey Firing Casts Harsh Spotlight on Rod Rosenstein,"The firing of James Comey has cast a harsh spotlight on Deputy Attorney General Rod Rosenstein, who is less than two weeks into a job that he reached with bipartisan Senate support."
5/10/17,"As the FBI Reels, Candidates Emerge to Run Agency","The Justice Department moved on Wednesday to find a temporary successor for fired FBI Director James Comey, as Attorney General Jeff Sessions and his top deputy interviewed five candidates amid continuing fallout over the controversial dismissal."
5/10/17,Trump‰ó»s Firing of Comey Fans Partisan Flames in Congress,"President Trump‰ó»s firing of FBI Director James Comey thrust a debate over the appointment of a special prosecutor to the forefront of the Senate‰ó»s agenda, complicating an already halting effort to pass a health-care bill and craft a tax overhaul this year."
5/10/17,Donald Trump Seeks to Mute Outcry from Firing of James Comey,President Trump weighed in publicly for the first time on his firing of FBI Director James Comey while top Senate Democrats questioned the timing of the ouster of the man who was investigating Trump campaign aides‰ó» ties to Russia.
5/10/17,Senate Committee Subpoenas Documents from Mike Flynn in Russia Probe,"The leaders of the Senate Intelligence Committee said they had requested the information in late April, but the former national security adviser had declined to cooperate."
5/10/17,Snapchat Parent Posts $2.2 Billion Loss in First Quarterly Report; Stock Plunges,"Snap Inc. reported a $2.21 billion loss in its first quarter as a publicly traded company, magnifying the uphill battle the parent of Snapchat faces in establishing a profitable business while competing with social-media giants like Facebook and Twitter."
5/10/17,U.S. to Expand Intelligence Cooperation With Turkey,"The U.S. is beefing up joint intelligence efforts with Turkey to help that government better target terrorists in the region, in an apparent bid to alleviate Turkish anxieties as the Pentagon implements a plan to arm Kurdish forces operating inside Syria."
5/10/17,Whole Foods Overhauls Board; Vows Big Changes,Whole Foods is dramatically reshaping its board in an effort to show it is open to change after an activist investor last month publicly urged the organic-grocery chain to explore a sale and speed up its turnaround efforts.
5/10/17,4 ways Trump miscalculated the Comey firing,"Donald Trump has been president for 110 days. In that time, he has fired an acting attorney general, his national security adviser, dozens of federal prosecutors, including one who was investigating him, and, on Tuesday night, the director of the FBI, James Comey."
5/10/17,Source close to Comey says there were 2 reasons the FBI director was fired,"There are two reasons why President Donald Trump fired James Comey, according to a source close to the now-former FBI director:"
5/10/17,Tapper: The real reasons Trump fired Comey - CNN Video,CNN's Jake Tapper says one of the reasons President Donald Trump fired James Comey was that the former FBI director would not give him assurance of personal loyalty.
5/10/17,Rod Rosenstein: Trump's unlikely hatchet man,Deputy Attorney General Rod Rosenstein emerged this week as perhaps the most unlikely character in the politically charged drama over the firing of FBI Director James Comey.
5/10/17,Europe view: American democracy isn't as strong as you think,"To Europeans, Trump's firing of James Comey is proof that even American democracy is not immune from the threat of authoritarian rule, writes Kate Maltby."
5/10/17,Comey firing sends shockwaves through FBI rank-and-file,"News of James Comey's firing Tuesday night sent shockwaves through the FBI, where the dismissal of the generally well-liked bureau director immediately impacted the thousands of agents nationwide."
5/10/17,F.B.I. Director James Comey Is Fired by Trump,"President Trump abruptly terminated Mr. Comey, who was leading an investigation into whether Mr. Trump‰ó»s advisers colluded with Russia to influence the election."
5/10/17,"Days Before Firing, Comey Asked for More Resources for Russia Inquiry","Separately, the Senate Intelligence Committee accelerated its inquiry, issuing a subpoena to Michael T. Flynn, President Trump‰ó»s former national security adviser."
5/10/17,Updates and Reactions to F.B.I. Director Comey‰ó»s Firing,"Mr. Comey‰ó»s dismissal drew immediate rebukes from Democrats, who worried about the ramifications for the F.B.I. investigation of Russian meddling in the election."
5/10/17,Opinion | Trump‰ó»s Firing of Comey Is All About the Russia Inquiry,The president has now decisively crippled the F.B.I.‰ó»s ability to carry out an investigation of him and his associates.
5/10/17,"In Trump‰ó»s Firing of James Comey, Echoes of Watergate","Not since Watergate has a president dismissed the person leading an investigation bearing on him, and the dismissal drew instant comparisons to the Saturday Night Massacre."
5/10/17,Why Everything We Know About Salt May Be Wrong,"Research on Russian cosmonauts suggests that salt makes you hungry but not thirsty, and may help burn calories."
5/10/17,"How a 23-Year-Old With Mild Anxiety and a Charmed Life Became the Lying, Sobbing, Lovesick Toast of Broadway",Ben Platt wrecks himself onstage in ‰óìDear Evan Hansen.‰óù Surviving it takes practice ‰óî and has made him a favorite to win a Tony Award.
5/10/17,Here‰ó»s how an independent investigation into Trump and Russia would happen,Sorting out the &ldquo;special prosecutors&rdquo; from the &ldquo;independent commissions.&rdquo;
5/10/17,Presence of Russian photographer in Oval Office raises alarms,Former U.S. intelligence officials flagged a potential security breach.
5/10/17,"Why Trump expected only applause when he told Comey, ‰óÖYou‰ó»re fired.‰ó»",A president who operates in the moment sees no profit in considering the lessons and contradictions of the past.
5/10/17,Analysis | Mitch McConnell just shut down any hopes Democrats had of an independent Russia investigation,"Besides frustrating Senate GOP leaders into giving in, Democrats have little to no leverage to force Congress to start an independent investigation into Trump-Russia ties."
5/10/17,Analysis | Bob Woodward on Trump-Watergate comparisons: &#8216;Let&#8217;s see what the evidence is&#8217;,"&quot;He can do whatever he wants, within perhaps reasonable limits, so he's got the power.&quot;"
5/10/17,Furor over Comey firing grows with news that he sought resources for Russia investigation before his dismissal,Republicans and Democrats said Comey&rsquo;s dismissal will frustrate bipartisan efforts to investigate Russian interference in the 2016 election.
5/10/17,Senate Intelligence Committee subpoenas documents from Flynn in Russia probe,Flynn had declined the committee&rsquo;s request for materials it wanted to review.
5/10/17,The Daily 202: Firing FBI director Comey is already backfiring on Trump. It‰ó»s only going to get worse.,"As GOP support cracks, POTUS will likely come to regret this blunder"
5/10/17,The weird moment on Colbert‰ó»s show that captured our political whiplash,Was Comey the bad guy? Or Trump? The grounds are forever shifting under our feet these days.
5/10/17,"Wait, ‰óÖCan He Do That?‰ó»",A podcast that explores the powers and limitations of the American presidency
5/10/17,General election 2017: Labour manifesto draft leaked,The document includes plans to nationalise parts of the energy industry and scrap tuition fees.
5/10/17,Trump 'considered firing Comey since taking office',Democratic senators say the FBI director was seeking more resources for his Trump-Russia probe.
5/10/17,Trump Russia meeting: Lavrov praises Trump and Tillerson after talks,Russia's foreign minister said the talks were dominated by improving relations and the war in Syria.
5/10/17,Drayton Manor: Park to stay closed after Evha Jannath's death,Drayton Manor Theme Park will shut for a second day as Evha Jannath's family call for full inquiry.
5/10/17,Women charged with terror offences and conspiracy to murder,A woman shot in a police raid is among three charged with terror offences and conspiracy to murder.
5/10/17,HIV life expectancy 'near normal' thanks to new drugs,Newer medications have fewer side effects and are more efficient at stopping the virus.
5/10/17,Mobile phone row driver runs cyclist over,"A motorist who chased a cyclist then deliberately crashed into him, sending him flying into a tree, has been jailed for three years."
5/10/17,Mobile phone row driver runs cyclist over,"A motorist who chased a cyclist then deliberately crashed into him, sending him flying into a tree, has been jailed for three years."
5/10/17,'Love rival' Cardiff woman guilty over crash death,Sophie Taylor died when her car hit a block of flats as she was chased by Melissa Pesticcio.
5/10/17,Snap shares slide as growth slows,Snapchat's number of daily active users rose just 5% to 166 million in the first quarter of 2017.
5/10/17,'They will be thanking me': Trump defends firing of FBI chief Comey,US President Donald Trump defends his firing of FBI director James Comey.
5/10/17,So the budget is out: What happens now?,We take you through the options for the Government wanting to avoid its budget turning into a bunch of zombies.
5/10/17,Live: Morrison stands ground as fight brews over bank tax,Treasury officials will brief the nation's biggest banks today about the Government's proposed new $6 billion levy. Follow live.
5/10/17,"Keep temporary tax on the wealthy, Shorten to argue in budget reply",Opposition Leader Bill Shorten will use his budget reply speech to argue the Federal Government should maintain a temporary tax on high-income earners.
5/10/17,Handy tips to avoid being locked up by US Immigration,"Overnight Canberra man Baxter Reid was released from US detention more than a week after overstaying his visa by 90 minutes, prompting the question: How easy is it to run afoul of US Immigration?"
5/10/17,Lawyer still haunted by client's execution in Scottish prison's 'hanging shed',"Most people have a moment in their working life that shapes them. For retired Scottish defence lawyer Len Murray, it was the hanging of a young client."
5/10/17,How not to blow your top when you're on the phone to your telco,"Consumer advocates say the almost 66,000 complaints to Australia's telecommunications watchdog in the second of half last year are just the tip of the iceberg. Here's what to do if you're having problems with your telephone or internet provider."
5/10/17,'I struggle to make $100': Taxi drivers' desperation over Uber,"Perth taxi drivers say they face losing their homes and their retirement plans have been shattered by the rise of Uber, as they cling desperately to the hope a government review may provide them with compensation."
5/10/17,Can Australians learn to love local fish?,Australians are opting for farmed or overseas-caught fish over local species because they simply don't recognise it.
5/10/17,Defiant Trump courts Russia as probe calls grow,None
5/10/17,Comey dismissal unfolds in uniquely Trumpian way,None
5/10/17,Lavrov delivers a barbed script for the Americans,None
5/10/17,Little-known prosecutor under scrutiny over FBI sacking,None
5/10/17,China ‰óÖNew Silk Road‰ó» investment fell in 2016,None
5/10/17,Global ETF assets reach $4tn,None
